category,product_tier,price_band,customer_tier,market_region,optional_services,quantity,price,order_value,selected_products_count,delivery_lead_time_days,is_expedited_delivery,optional_services_count,optional_services_fee,requested_discount_percent,customer_avg_previous_discount,product_avg_previous_discount,customer_previous_transactions,tier_discount,tier_max_discount,recommended_discount_percent
SERVICES,ENTERPRISE,PREMIUM,PLATINUM,EUROPE,INSTALLATION,1,489.45,489.45,2,26,0,1,140.08,16.4,14.43,8.99,9,16.0,30.0,15.64
OFFICE_SUPPLIES,PREMIUM,HIGH,SILVER,DOMESTIC,NONE,1,128.87,128.87,1,12,0,0,0.0,6.04,8.16,6.8,6,8.0,18.0,4.61
HARDWARE,PREMIUM,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,2,495.81,991.62,2,28,0,1,95.38,5.01,6.09,9.93,13,5.0,12.0,5.42
FURNITURE,STANDARD,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,10,89.74,897.4,3,26,0,1,51.72,6.54,5.2,8.94,8,5.0,12.0,6.74
SERVICES,STANDARD,PREMIUM,PLATINUM,DOMESTIC,NONE,20,291.34,5826.8,4,20,0,0,0.0,17.05,13.43,9.8,11,16.0,30.0,16.02
HARDWARE,STANDARD,PREMIUM,GOLD,INTERNATIONAL,NONE,2,224.39,448.78,1,29,0,0,0.0,8.46,10.04,8.44,9,12.0,24.0,7.21
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,1,379.91,379.91,1,5,0,2,219.78,11.85,9.59,9.23,14,5.0,12.0,7.99
ELECTRONICS,PREMIUM,MEDIUM,STANDARD,DOMESTIC,PREMIUM_SLA,1,49.99,49.99,3,12,0,2,289.38,0.41,4.69,8.19,6,5.0,12.0,4.02
HARDWARE,ECONOMY,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,10,161.69,1616.9,2,7,0,1,54.83,8.61,19.6,7.81,8,16.0,30.0,13.74
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,1,475.89,475.89,2,12,0,0,0.0,3.53,7.08,9.38,7,5.0,12.0,10.45
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,2,245.05,490.1,3,23,0,0,0.0,5.99,4.8,6.95,8,8.0,18.0,8.69
SERVICES,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,2,350.48,700.96,2,30,0,0,0.0,8.91,5.02,7.76,8,8.0,18.0,9.49
HARDWARE,ENTERPRISE,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,20,375.23,7504.6,2,24,0,1,246.44,9.33,2.45,12.07,6,5.0,12.0,5.85
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,1,170.62,170.62,1,15,0,0,0.0,4.86,9.38,8.62,9,5.0,12.0,3.78
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,PLATINUM,INTERNATIONAL,TRAINING_AND_SUPPORT,100,285.51,28551.0,3,6,0,1,142.9,15.05,18.66,5.55,4,16.0,30.0,14.61
SOFTWARE,STANDARD,PREMIUM,GOLD,INTERNATIONAL,EXTENDED_WARRANTY,2,194.18,388.36,4,19,0,1,87.86,9.48,10.65,10.63,8,12.0,24.0,14.54
INDUSTRIAL,PREMIUM,HIGH,STANDARD,EUROPE,PREMIUM_SLA,10,139.2,1392.0,1,19,0,2,263.48,4.43,2.0,4.03,11,5.0,12.0,9.49
INDUSTRIAL,PREMIUM,PREMIUM,GOLD,EUROPE,INSTALLATION,100,233.36,23336.0,2,17,0,1,142.04,11.33,13.32,10.81,5,12.0,24.0,15.83
SERVICES,ECONOMY,PREMIUM,GOLD,EUROPE,TRAINING_AND_SUPPORT,2,218.59,437.18,5,10,0,1,164.93,12.37,12.3,6.43,8,12.0,24.0,9.62
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,240.66,240.66,1,17,0,1,199.83,10.39,6.8,9.15,8,5.0,12.0,9.07
HARDWARE,STANDARD,LOW,SILVER,EUROPE,NONE,1000,11.19,11190.0,2,28,0,0,0.0,8.78,8.0,5.12,8,8.0,18.0,9.67
ELECTRONICS,STANDARD,LOW,STANDARD,DOMESTIC,EXTENDED_WARRANTY,20,10.03,200.6,1,2,1,1,212.0,6.11,2.77,7.3,13,5.0,12.0,1.0
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,EUROPE,TRAINING_AND_SUPPORT,50,291.08,14554.0,4,18,0,1,224.31,7.9,9.01,3.27,6,8.0,18.0,14.72
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,5,249.36,1246.8,2,2,1,1,167.37,7.22,9.13,9.39,5,8.0,18.0,3.51
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,5,220.68,1103.4,1,2,1,1,192.69,10.39,8.11,11.1,9,8.0,18.0,6.86
SOFTWARE,STANDARD,PREMIUM,SILVER,EUROPE,NONE,100,203.42,20342.0,2,18,0,0,0.0,10.83,10.52,7.4,8,8.0,18.0,18.0
FURNITURE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,NONE,100,216.43,21643.0,3,25,0,0,0.0,6.2,7.51,7.24,7,5.0,12.0,9.2
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,5,470.81,2354.05,3,16,0,1,211.84,7.06,3.54,9.38,4,5.0,12.0,7.93
HARDWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,100,377.39,37739.0,2,6,0,0,0.0,9.82,8.05,7.34,8,8.0,18.0,6.83
INDUSTRIAL,ECONOMY,HIGH,PLATINUM,INTERNATIONAL,NONE,1,112.78,112.78,2,29,0,0,0.0,18.46,14.49,5.53,4,16.0,30.0,12.13
INDUSTRIAL,STANDARD,PREMIUM,GOLD,DOMESTIC,INSTALLATION,2,273.02,546.04,4,2,1,1,114.85,15.51,13.61,6.04,8,12.0,24.0,6.84
ELECTRONICS,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1,288.68,288.68,3,7,0,1,151.71,5.79,4.0,8.51,4,5.0,12.0,1.0
FURNITURE,PREMIUM,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,1,174.31,174.31,4,21,0,1,203.36,2.82,7.72,7.23,8,5.0,12.0,6.33
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,20,299.18,5983.6,4,30,0,2,388.81,5.35,4.75,10.46,8,5.0,12.0,9.82
FURNITURE,ENTERPRISE,PREMIUM,GOLD,EUROPE,NONE,10,274.31,2743.1,4,12,0,0,0.0,14.97,14.01,11.16,8,12.0,24.0,10.68
SERVICES,STANDARD,HIGH,PLATINUM,EUROPE,EXTENDED_WARRANTY,10,104.02,1040.2,2,7,0,1,67.76,18.91,9.74,8.18,10,16.0,30.0,13.73
OFFICE_SUPPLIES,ECONOMY,HIGH,STANDARD,DOMESTIC,NONE,1,60.05,60.05,2,2,1,0,0.0,8.38,3.78,6.66,8,5.0,12.0,5.63
INDUSTRIAL,PREMIUM,HIGH,STANDARD,DOMESTIC,NONE,10,95.24,952.4,1,25,0,0,0.0,4.95,6.47,7.78,6,5.0,12.0,8.57
INDUSTRIAL,STANDARD,PREMIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,1,437.76,437.76,5,4,0,1,133.85,15.01,16.56,7.44,12,16.0,30.0,7.08
OFFICE_SUPPLIES,PREMIUM,PREMIUM,GOLD,DOMESTIC,NONE,20,204.72,4094.4,1,15,0,0,0.0,12.69,10.85,8.76,6,12.0,24.0,13.14
INDUSTRIAL,STANDARD,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,50,416.75,20837.5,2,16,0,2,354.55,15.27,13.88,7.72,7,12.0,24.0,14.84
HARDWARE,PREMIUM,PREMIUM,STANDARD,EUROPE,INSTALLATION,5,449.49,2247.45,1,14,0,1,120.34,4.38,5.67,6.99,1,5.0,12.0,5.32
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,5,154.6,773.0,3,13,0,0,0.0,8.82,5.06,5.28,11,8.0,18.0,7.69
FURNITURE,PREMIUM,HIGH,STANDARD,EUROPE,TRAINING_AND_SUPPORT,100,125.01,12501.0,1,7,0,1,92.05,4.84,3.68,10.77,6,5.0,12.0,7.8
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,250,312.32,78080.0,1,6,0,0,0.0,2.74,6.29,4.37,7,5.0,12.0,7.67
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,5,221.13,1105.65,1,22,0,1,51.15,2.28,2.76,9.08,10,5.0,12.0,5.53
HARDWARE,ENTERPRISE,PREMIUM,PLATINUM,DOMESTIC,NONE,5,377.88,1889.4,4,10,0,0,0.0,19.7,18.01,7.13,13,16.0,30.0,12.1
HARDWARE,PREMIUM,HIGH,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,2,132.71,265.42,4,19,0,1,189.37,3.84,6.54,3.81,7,5.0,12.0,6.68
SERVICES,STANDARD,HIGH,SILVER,DOMESTIC,PREMIUM_SLA,1,111.67,111.67,1,30,0,2,377.52,4.34,4.23,8.94,14,8.0,18.0,9.67
FURNITURE,PREMIUM,PREMIUM,PLATINUM,DOMESTIC,EXTENDED_WARRANTY,10,472.56,4725.6,2,21,0,1,159.11,12.64,12.66,6.2,12,16.0,30.0,14.25
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,2,350.0,700.0,4,20,0,0,0.0,10.42,5.35,6.1,17,5.0,12.0,5.35
SOFTWARE,ENTERPRISE,HIGH,GOLD,EUROPE,PREMIUM_SLA,1000,149.53,149530.0,2,4,0,2,467.55,13.93,13.13,6.57,10,12.0,24.0,14.74
OFFICE_SUPPLIES,ECONOMY,MEDIUM,SILVER,DOMESTIC,PREMIUM_SLA,100,17.38,1738.0,4,22,0,2,139.08,8.05,11.44,6.91,1,8.0,18.0,10.24
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,10,201.56,2015.6,2,14,0,2,239.63,6.93,6.69,9.41,5,5.0,12.0,8.97
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,10,368.95,3689.5,2,17,0,1,102.97,2.68,5.04,6.35,9,5.0,12.0,5.54
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,100,439.68,43968.0,2,1,1,1,142.91,4.36,4.99,7.26,9,5.0,12.0,7.16
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,2,407.52,815.04,2,3,1,1,182.35,3.64,4.3,9.88,5,5.0,12.0,7.51
FURNITURE,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,INSTALLATION,100,200.03,20003.0,3,17,0,1,104.3,14.04,12.12,6.98,13,8.0,18.0,14.11
FURNITURE,ENTERPRISE,PREMIUM,GOLD,INTERNATIONAL,NONE,1,292.64,292.64,3,19,0,0,0.0,11.96,12.4,5.91,6,12.0,24.0,6.68
FURNITURE,PREMIUM,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,1,140.16,140.16,1,2,1,1,67.61,9.45,6.76,7.83,8,5.0,12.0,1.0
FURNITURE,STANDARD,PREMIUM,SILVER,EUROPE,NONE,20,306.51,6130.2,1,9,0,0,0.0,6.68,8.06,6.68,8,8.0,18.0,8.13
FURNITURE,PREMIUM,HIGH,GOLD,EUROPE,EXTENDED_WARRANTY,10,50.75,507.5,2,4,0,1,78.67,13.1,13.29,10.61,12,12.0,24.0,8.38
SERVICES,STANDARD,PREMIUM,SILVER,INTERNATIONAL,NONE,20,396.43,7928.6,1,20,0,0,0.0,9.4,4.81,5.95,9,8.0,18.0,10.96
SERVICES,STANDARD,PREMIUM,SILVER,EUROPE,INSTALLATION,10,184.52,1845.2,1,20,0,1,214.37,12.41,5.44,6.46,5,8.0,18.0,9.03
HARDWARE,STANDARD,PREMIUM,SILVER,INTERNATIONAL,EXTENDED_WARRANTY,5,320.93,1604.65,2,5,0,1,236.1,8.93,9.28,8.19,12,8.0,18.0,6.09
SOFTWARE,ENTERPRISE,PREMIUM,GOLD,EUROPE,NONE,2,202.82,405.64,1,9,0,0,0.0,8.59,8.17,8.57,8,12.0,24.0,8.57
INDUSTRIAL,PREMIUM,HIGH,STANDARD,DOMESTIC,NONE,10,93.94,939.4,2,17,0,0,0.0,0.0,3.71,11.74,9,5.0,12.0,9.94
FURNITURE,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,500,225.35,112675.0,1,21,0,0,0.0,4.42,9.26,9.87,6,8.0,18.0,11.31
ELECTRONICS,PREMIUM,PREMIUM,PLATINUM,DOMESTIC,NONE,5,200.76,1003.8,1,17,0,0,0.0,17.05,12.87,6.92,9,16.0,30.0,9.28
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,INTERNATIONAL,NONE,10,221.28,2212.8,2,27,0,0,0.0,14.76,4.38,6.46,5,8.0,18.0,10.45
SERVICES,STANDARD,HIGH,SILVER,DOMESTIC,EXTENDED_WARRANTY,20,102.62,2052.4,1,5,0,1,172.6,6.46,9.11,6.61,8,8.0,18.0,9.92
ELECTRONICS,PREMIUM,MEDIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,10,46.83,468.3,4,13,0,1,128.31,12.03,9.72,9.65,7,8.0,18.0,7.08
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,100,491.01,49101.0,1,29,0,0,0.0,4.18,6.15,7.83,7,5.0,12.0,4.38
ELECTRONICS,ECONOMY,MEDIUM,SILVER,EUROPE,INSTALLATION,2,30.5,61.0,1,12,0,1,124.07,12.09,9.0,6.88,9,8.0,18.0,6.26
HARDWARE,STANDARD,PREMIUM,GOLD,EUROPE,WHITE_GLOVE,5,168.77,843.85,1,11,0,2,284.52,6.88,11.82,7.25,8,12.0,24.0,10.76
SERVICES,STANDARD,HIGH,SILVER,DOMESTIC,PREMIUM_SLA,50,128.97,6448.5,5,1,1,2,390.21,3.43,8.91,10.33,5,8.0,18.0,6.82
ELECTRONICS,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,50,468.16,23408.0,2,15,0,1,131.39,9.43,3.92,6.45,10,5.0,12.0,7.69
FURNITURE,STANDARD,PREMIUM,SILVER,DOMESTIC,INSTALLATION,20,366.51,7330.2,2,10,0,1,165.52,9.94,5.28,7.8,5,8.0,18.0,7.71
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,1,328.56,328.56,2,16,0,1,214.44,3.43,7.61,5.65,9,5.0,12.0,10.18
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,10,495.34,4953.4,4,1,1,0,0.0,4.25,10.0,7.5,4,5.0,12.0,1.0
HARDWARE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,360.47,1802.35,2,16,0,1,212.55,6.6,6.04,8.75,4,5.0,12.0,6.21
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,1,304.55,304.55,1,11,0,2,162.89,2.81,2.8,8.47,12,5.0,12.0,5.46
SERVICES,STANDARD,MEDIUM,GOLD,DOMESTIC,INSTALLATION,50,45.93,2296.5,1,5,0,1,169.32,7.11,11.06,9.05,4,12.0,24.0,14.29
HARDWARE,STANDARD,PREMIUM,GOLD,INTERNATIONAL,NONE,250,360.51,90127.5,2,21,0,0,0.0,16.62,9.94,7.05,7,12.0,24.0,9.9
ELECTRONICS,STANDARD,MEDIUM,SILVER,EUROPE,NONE,50,34.48,1724.0,5,19,0,0,0.0,9.71,5.67,5.13,8,8.0,18.0,6.5
SERVICES,PREMIUM,PREMIUM,GOLD,EUROPE,NONE,100,314.68,31468.0,3,13,0,0,0.0,7.4,11.61,10.36,5,12.0,24.0,14.06
OFFICE_SUPPLIES,STANDARD,PREMIUM,PLATINUM,INTERNATIONAL,NONE,1,392.56,392.56,2,11,0,0,0.0,14.94,18.42,5.32,9,16.0,30.0,10.77
ELECTRONICS,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,10,433.22,4332.2,2,27,0,0,0.0,5.96,9.69,9.31,3,8.0,18.0,3.78
HARDWARE,PREMIUM,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,10,477.29,4772.9,5,28,0,1,213.92,12.33,17.1,9.9,7,16.0,30.0,13.9
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,1000,356.83,356830.0,1,16,0,1,100.88,2.22,2.71,5.22,9,5.0,12.0,12.0
FURNITURE,PREMIUM,HIGH,PLATINUM,DOMESTIC,INSTALLATION,10,117.56,1175.6,3,19,0,1,52.49,16.91,21.97,10.8,10,16.0,30.0,16.57
INDUSTRIAL,PREMIUM,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,100,409.12,40912.0,2,11,0,1,79.67,11.65,11.95,8.07,8,12.0,24.0,15.55
HARDWARE,ENTERPRISE,HIGH,STANDARD,EUROPE,NONE,5,96.03,480.15,1,18,0,0,0.0,8.17,7.33,10.6,3,5.0,12.0,6.17
SERVICES,ECONOMY,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,10,220.81,2208.1,2,29,0,2,345.17,5.48,10.0,7.46,2,5.0,12.0,11.04
ELECTRONICS,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,5,226.24,1131.2,3,10,0,1,98.42,11.99,14.23,6.6,8,12.0,24.0,13.15
FURNITURE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,NONE,2,212.15,424.3,3,21,0,0,0.0,6.12,6.71,9.49,8,5.0,12.0,4.75
ELECTRONICS,PREMIUM,PREMIUM,SILVER,DOMESTIC,INSTALLATION,100,322.26,32226.0,2,27,0,1,147.36,7.95,9.5,8.07,7,8.0,18.0,10.21
SERVICES,ECONOMY,PREMIUM,SILVER,DOMESTIC,INSTALLATION,2,299.82,599.64,4,20,0,1,192.56,8.48,5.33,5.69,7,8.0,18.0,7.89
ELECTRONICS,STANDARD,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,10,133.99,1339.9,2,30,0,1,217.34,5.04,3.39,8.51,8,5.0,12.0,3.92
SOFTWARE,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,TRAINING_AND_SUPPORT,2,491.52,983.04,2,15,0,1,61.53,7.4,4.28,7.24,6,5.0,12.0,7.71
FURNITURE,PREMIUM,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,50,331.12,16556.0,3,11,0,2,148.69,8.2,5.36,7.04,8,8.0,18.0,9.61
FURNITURE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,5,474.22,2371.1,1,22,0,0,0.0,1.67,4.42,8.55,10,5.0,12.0,7.31
SERVICES,STANDARD,HIGH,STANDARD,EUROPE,NONE,50,141.96,7098.0,1,16,0,0,0.0,9.51,5.34,9.36,8,5.0,12.0,8.61
INDUSTRIAL,PREMIUM,PREMIUM,GOLD,DOMESTIC,NONE,10,298.78,2987.8,1,25,0,0,0.0,16.99,14.88,6.71,4,12.0,24.0,13.79
SOFTWARE,STANDARD,PREMIUM,SILVER,INTERNATIONAL,INSTALLATION,100,184.47,18447.0,1,19,0,1,102.22,10.51,5.71,7.2,7,8.0,18.0,10.35
HARDWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,TRAINING_AND_SUPPORT,20,435.62,8712.4,1,11,0,1,146.86,4.0,8.87,9.1,8,8.0,18.0,8.33
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,2,278.39,556.78,1,3,1,2,175.66,1.5,3.42,9.94,6,5.0,12.0,1.51
OFFICE_SUPPLIES,STANDARD,HIGH,SILVER,DOMESTIC,EXTENDED_WARRANTY,500,53.8,26900.0,3,17,0,1,139.55,8.3,10.47,5.34,5,8.0,18.0,18.0
ELECTRONICS,STANDARD,LOW,SILVER,DOMESTIC,EXTENDED_WARRANTY,10,6.01,60.1,1,9,0,1,188.14,5.16,7.34,3.08,7,8.0,18.0,2.85
ELECTRONICS,ECONOMY,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,10,290.85,2908.5,1,19,0,1,164.89,11.48,8.83,10.05,7,8.0,18.0,7.71
HARDWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1,222.93,222.93,3,2,1,0,0.0,4.27,4.77,7.9,7,5.0,12.0,1.0
ELECTRONICS,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,NONE,20,211.36,4227.2,1,27,0,0,0.0,12.83,11.57,12.12,6,12.0,24.0,11.2
SOFTWARE,ENTERPRISE,MEDIUM,GOLD,DOMESTIC,INSTALLATION,5,48.65,243.25,3,17,0,1,59.67,10.39,12.09,7.76,4,12.0,24.0,13.82
SOFTWARE,STANDARD,HIGH,STANDARD,EUROPE,NONE,5,137.72,688.6,2,26,0,0,0.0,4.54,2.0,9.54,6,5.0,12.0,9.34
FURNITURE,PREMIUM,PREMIUM,SILVER,EUROPE,NONE,1,494.3,494.3,1,6,0,0,0.0,12.78,10.75,5.17,8,8.0,18.0,5.38
SERVICES,STANDARD,PREMIUM,STANDARD,EUROPE,INSTALLATION,500,476.37,238185.0,2,13,0,1,102.82,10.75,2.92,7.89,6,5.0,12.0,12.0
INDUSTRIAL,ENTERPRISE,PREMIUM,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,5,275.49,1377.45,1,22,0,1,93.7,8.12,7.54,5.87,6,5.0,12.0,6.58
OFFICE_SUPPLIES,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,500,393.11,196555.0,2,29,0,1,109.23,11.38,13.62,8.27,8,12.0,24.0,17.73
ELECTRONICS,ENTERPRISE,PREMIUM,GOLD,EUROPE,NONE,10,317.19,3171.9,2,26,0,0,0.0,7.2,12.66,7.02,4,12.0,24.0,6.04
ELECTRONICS,STANDARD,PREMIUM,SILVER,DOMESTIC,INSTALLATION,1,439.88,439.88,1,16,0,1,247.48,5.39,9.74,6.35,7,8.0,18.0,11.06
HARDWARE,ENTERPRISE,PREMIUM,GOLD,DOMESTIC,PREMIUM_SLA,10,216.08,2160.8,4,21,0,2,365.69,12.64,10.38,6.17,10,12.0,24.0,14.11
SERVICES,STANDARD,PREMIUM,GOLD,EUROPE,INSTALLATION,2,373.16,746.32,1,23,0,1,50.34,12.17,11.64,7.94,9,12.0,24.0,12.17
SOFTWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,1,268.37,268.37,1,19,0,1,108.84,7.63,14.19,5.38,8,12.0,24.0,15.99
OFFICE_SUPPLIES,STANDARD,HIGH,GOLD,EUROPE,NONE,100,72.46,7246.0,1,18,0,0,0.0,14.98,11.83,8.21,11,12.0,24.0,14.2
FURNITURE,STANDARD,PREMIUM,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,100,375.11,37511.0,2,11,0,1,76.17,14.77,8.98,4.62,3,12.0,24.0,10.99
SOFTWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,500,490.37,245185.0,2,18,0,1,164.44,17.52,11.63,7.11,8,12.0,24.0,21.4
SERVICES,PREMIUM,HIGH,SILVER,DOMESTIC,EXTENDED_WARRANTY,2,129.1,258.2,4,12,0,1,154.23,1.52,5.24,5.5,10,8.0,18.0,10.35
INDUSTRIAL,ECONOMY,HIGH,GOLD,INTERNATIONAL,EXTENDED_WARRANTY,20,122.76,2455.2,2,9,0,1,116.33,7.14,11.91,7.5,9,12.0,24.0,11.49
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,250,461.8,115450.0,2,3,1,1,133.84,0.0,2.52,10.24,9,5.0,12.0,4.15
INDUSTRIAL,STANDARD,HIGH,GOLD,DOMESTIC,NONE,20,140.0,2800.0,1,13,0,0,0.0,12.58,11.48,9.17,15,12.0,24.0,9.67
HARDWARE,ECONOMY,HIGH,GOLD,DOMESTIC,PREMIUM_SLA,100,109.24,10924.0,1,3,1,2,244.21,12.57,11.45,7.01,15,12.0,24.0,11.38
HARDWARE,STANDARD,MEDIUM,STANDARD,INTERNATIONAL,NONE,50,24.21,1210.5,2,23,0,0,0.0,10.13,7.01,6.18,8,5.0,12.0,5.79
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,5,278.92,1394.6,1,20,0,1,247.28,8.01,5.78,9.07,7,5.0,12.0,8.67
INDUSTRIAL,PREMIUM,HIGH,STANDARD,EUROPE,INSTALLATION,2,148.71,297.42,2,14,0,1,100.86,11.61,6.49,9.72,12,5.0,12.0,2.34
SERVICES,ECONOMY,PREMIUM,STANDARD,INTERNATIONAL,NONE,5,180.46,902.3,2,9,0,0,0.0,9.82,4.55,6.53,5,5.0,12.0,4.53
OFFICE_SUPPLIES,ECONOMY,HIGH,SILVER,DOMESTIC,EXTENDED_WARRANTY,5,108.15,540.75,3,22,0,1,163.26,10.27,7.95,5.91,10,8.0,18.0,9.33
FURNITURE,PREMIUM,PREMIUM,SILVER,DOMESTIC,NONE,250,244.81,61202.5,2,23,0,0,0.0,10.65,6.22,9.0,11,8.0,18.0,9.17
SOFTWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,1000,278.75,278750.0,1,12,0,1,146.65,2.23,4.63,11.76,3,5.0,12.0,12.0
SERVICES,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,1,384.23,384.23,2,11,0,0,0.0,8.17,2.0,9.18,3,5.0,12.0,4.64
SERVICES,ENTERPRISE,PREMIUM,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,1,352.3,352.3,2,24,0,1,212.55,8.74,6.37,5.13,7,5.0,12.0,10.36
HARDWARE,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,10,165.2,1652.0,3,15,0,0,0.0,4.54,8.43,5.13,12,5.0,12.0,5.23
INDUSTRIAL,STANDARD,PREMIUM,SILVER,EUROPE,NONE,2,288.28,576.56,2,28,0,0,0.0,10.44,8.51,7.5,9,8.0,18.0,7.98
ELECTRONICS,ENTERPRISE,PREMIUM,STANDARD,INTERNATIONAL,NONE,5,445.6,2228.0,2,4,0,0,0.0,1.06,6.16,10.78,16,5.0,12.0,1.0
ELECTRONICS,PREMIUM,PREMIUM,SILVER,EUROPE,NONE,1,431.37,431.37,1,27,0,0,0.0,4.9,9.97,6.41,3,8.0,18.0,7.8
FURNITURE,ENTERPRISE,MEDIUM,STANDARD,DOMESTIC,PREMIUM_SLA,5,37.68,188.4,2,27,0,2,377.72,6.45,5.87,4.73,9,5.0,12.0,6.34
HARDWARE,STANDARD,HIGH,GOLD,DOMESTIC,EXTENDED_WARRANTY,1,96.2,96.2,1,4,0,1,135.43,10.92,12.09,9.12,8,12.0,24.0,7.82
SERVICES,ENTERPRISE,MEDIUM,GOLD,DOMESTIC,NONE,250,37.19,9297.5,4,18,0,0,0.0,7.25,10.54,8.06,3,12.0,24.0,14.28
OFFICE_SUPPLIES,PREMIUM,HIGH,SILVER,DOMESTIC,WHITE_GLOVE,20,121.91,2438.2,3,23,0,2,460.54,4.6,7.48,7.71,8,8.0,18.0,8.3
HARDWARE,ENTERPRISE,PREMIUM,STANDARD,INTERNATIONAL,WHITE_GLOVE,1,319.0,319.0,3,11,0,2,475.49,5.41,8.81,8.38,15,5.0,12.0,4.81
